"name"|"cost"|"discount"|"originalPrice"|"ratings"|"noReviews"|"votes"|"Product Weight"|"Product Depth"|"Product Width"|"Product Height"|"Country of Manufacture"|"Age Group"|"Type"|"Series"|"Filling Material"|"Size"|"Washable"|"Ideal For"|"Number of Contents"|"Character"|"Rechargeable"|"Powered by"|"Battery Type"|" "|" Hamleys is available online exclusively on Flipkart. "|"Height"|"Width"|"Depth"|"External Material"|"Machine Washable"|"Brand"|"With Pillow Cover"|"Ideal Usage"|"Model Name"|"Model ID"|"Color"|"Sales Package"|" For Safety Sake, Remove All Tags and Plastic Loops Before Giving this Item to the Child "|"Weight"|"Sound Support"|" The color of the delivered product may vary from what is shown in the image "|" Customer may get any one of the two product based on availability "|" Color may slightly vary. "|" The design of the giraffe may slightly vary from what is shown in the image "|" Ribbons may vary "|" Color and Style of the Bow may vary "|" Exact color of product may vary from the color in the image "|" The bow color of the delivered doll may vary from what is shown in the image "|" The ribbon color and the design may vary from what is shown in the image. "|" The color of bow of the delivered product may vary from what is shown in the image "|" The design of the delivered product may slightly vary from what is shown in the image "|" The color of the product displayed may differ from the actual product, Due to scarcity of this product, color of muffler may vary. "|" Color may slightly vary "|" Color may vary. "|" Product displayed on the website may slightly vary. "|" Color of the ball might vary "|" Colour of the Pot might Vary "|""|ImageURL"
Tickles Mufler Dog Brown - 15 cm|277|12%|317||||100 g|8 cm|11 cm|15 cm|India|1 - 16 Years|Pets & Animals|Animal Shop|Fiber|15 cm, 15 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Happy Baby Medium Ball - 6 Inch|150|62%|399|5|||100 g|3 inch|4 inch|N/A|India|1 - 5 Months|Soft Balls|N/A|Polyster Fibre|Medium, 6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Digital Printed Cushion Sea - 14 inch|275|31%|399||||270 g|3 inch|14 inch|N/A|India|0 - 99 Years|Cushions & Pillows|N/A|Polyester|14 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Folding Bunny - 13 inch|299|25%|399||||220 g|10 inch|8 inch|N/A|India|1 - 10 Years|Cushions & Pillows|N/A|N/A|13 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Yawn Smiley Cushion Smiley Emoticons Pillow|499|44%|900|3.5|1|2|N/A|N/A|N/A|N/A|N/A|N/A|Decorative Cushion|N/A|Polyfill|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|33 cm|N/A|Pile Cloth|Yes|Tickles|No|Head, Back, neck|Yawn Smiley Cushion|AT-C018|Yellow|Pillow|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Tweety Handy Glove - 8 inch|229|42%|399|5|||50 g|4.5 inch|2.5 inch|N/A|China|3 - 10 Years|Pets & Animals|N/A|N/A|8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Prince Soft Pug Dog - 15 Inch|329|52%|699||||500 g|12.1 inch|6 inch|N/A|China|3 - 5 Years|Pets & Animals|N/A|N/A|15 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Animal Planet Little Kingdom-Dalmatian - 10 inch|449|10%|499|4|||N/A|N/A|N/A|N/A|China|0 - 16 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|Washable|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Spandex Beads Heart - 11.81 inch|385|3%|399|4.7|||350 g|N/A|N/A|N/A|India|3 - 14 Years|Cushions & Pillows|N/A|N/A|11.81 inch|Yes|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Soft Toy - 6 Inch|149|25%|199||||120 g|6 inch|6 inch|N/A|India|1 - 10 Years|Teddy Bears|N/A|N/A|6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tabby Cute Baby Doll - 16 inch|269|32%|399||||200 g|5 inch|6 inch|14 inch|India|1 - 14 Years|Dolls|N/A|N/A|16 inch, 16 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Monkey Cushion - 4.8 inch|299|25%|399||||260 g|15.2 inch|15.2 inch|N/A|India|2 - 99 Years|Cushions & Pillows|N/A|Polyester Fiber|4.8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Sun Shine Cap Teddy - 12 inch|199|60%|499||||500 g|6 inch|8 inch|N/A|India|0 - 20 Years|Teddy Bears|N/A|N/A|12 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun&Funky Cubby Bear - 6 Inch|149|25%|199|4|||120 g|6 inch|5 inch|N/A|India|1 - 23 Years|Teddy Bears|N/A|N/A|6 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Rabbit with Carrot - 7 inch|316|22%|410||||200 g|2 inch|5 inch|N/A|India|3 - 10 Years|Pets & Animals|Animal Shop|Fiber|Medium, 7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Cute Teddy - 17 inch|399|61%|1049||||500 g|8 inch|12 inch|N/A|India|1 - 20 Years|Teddy Bears|N/A|N/A|17 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Play N Pets Floppy Dog with Heart - 18.9 inch|649|||4.3|||400 g|5.91 inch|18.9 inch|8.66 inch|India|2 - 10 Years|Pets & Animals|N/A|Polyester|18.9 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|1 Dog|N/A|22.44 inch|30.31 inch|22.44 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dancing Minnie - 12.6 inch|1949|2%|1999|4|||514 g|N/A|N/A|N/A|China|3 - 10 Years|Cartoon Characters|N/A|N/A|12.6 inch|No|Girls|1|Minnie Mouse|No|Battery|3 AA Batteries|EN71 and EN62115 Approved|N/A|12.6 inch|7.5 inch|16.1 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Cap Teddy - 19 inch|550|38%|899||||350 g|5 inch|8 inch|N/A|India|0 - 16 Years|Teddy Bears|Teddy Bear|Fiber|Medium, 19 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E soft Innocent Cream Teddy Bear with Muffler - 14.4 Inch|477|51%|990||||400 g|9.6 inch|5.6 inch|N/A|India|1 - 5 Years|Teddy Bears|N/A|N/A|14.4 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Mufler Teddy - 10 inch|299|18%|369|1.8|3|5|200 g|4.7 inch|5.9 inch|9.8 inch|India|3 - 6 Years|Teddy Bears|Animal Shop|Fiber|Medium, 10 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Madagascar Skipper - 11 inch|575|4%|599|4.7||7|N/A|N/A|N/A|N/A|N/A|1 - 10 Years|Cartoon Characters|N/A|N/A|11 inch|N/A|Boys, Girls|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
NICI Monkey - 3.93 inch|290|1%|295|5|||20 g|N/A|N/A|N/A|N/A|3 - 12 Years|Pets & Animals|N/A|N/A|3.93 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dimpy Stuff Panda - 6 inch|299|||5|||250 g|N/A|N/A|N/A|India|3 - 16 Years|Pets & Animals|N/A|N/A|6, 6 inch|N/A|Girls, Boys|N/A|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Pluto Flopsies - 10 inch|779|2%|799|4.8|3|16|N/A|N/A|N/A|10 inch|China|0 - 12 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|Pluto|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles I Love You Cushion - 9 inch|499|54%|1105|4|||250 g|3 inch|13 inch|N/A|India|3 - 20 Years|Cushions & Pillows|Love|Fiber|Medium, 9 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Softy Bear Medium-White - 25.6 inch|539|10%|599||||400 g|16 inch|17.6 inch|N/A|India|3 - 14 Years|Teddy Bears|N/A|100% Polyester Staple Fibre|25.6 inch|N/A|N/A|N/A|Bear|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Dog With Ball - 1.65 mm|149|25%|199||||200 g|0.85 mm|0.85 mm|N/A|India|0 - 10 Years|Interactive Soft Toys|N/A|N/A|Small, 1.65 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Bouquet Teddy - 7 inch|350|18%|432||||100 g|2 inch|5 inch|N/A|India|3 - 6 Years|Teddy Bears|Teddy Bears|Fiber|Medium, 7 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Flopsies - Donald Duck|719|10%|799|5|||N/A|N/A|N/A|N/A|China|1 - 3 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|Donald Duck|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wild Republic Hug Ems Lion - 8 inch|499|||4.3|||184 g|4.3 inch|11.5 inch|8 inch|China|2 - 12 Years|Pets & Animals|N/A|N/A|8 inch|Yes|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|1 Stuff Toy|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Rana Soft Toys Softy Plush - 11.8 inch|320|14%|375||||100 g|2.75 inch|5.9 inch|N/A|India|1 - 18 Years|Cartoon Characters|N/A|N/A|Medium, 11.8 inch|N/A|N/A|N/A|Chota Bheem|N/A|N/A|N/A|No warranty|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Indian Gift Bazaar Purple Shining Cap Teddy - 13 inch|299|62%|799||||500 g|6 inch|10 inch|N/A|India|0 - 16 Years|Teddy Bears|N/A|N/A|13 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Dhoom Soft Toys Teddy Bear Beize with Muffler ( 24 Inches ) - 24 inch|1299|23%|1699||||1500 g|15 inch|22 inch|N/A|China|3 - 15 Years|Teddy Bears|N/A|N/A|24 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
MFT Cartoon Character Ben 10 S - 14 Inch|140|29%|199||||75 g|3.5 inch|9 inch|N/A|India|0 - 10 Years|Cartoon Characters|N/A|N/A|14 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tickles Teddy with Kid - 45 cm|569|23%|741||||350 g|9 cm|16 cm|45 cm|India|1 - 41 Years|Teddy Bears|Teddy Bears|Fiber|45 cm, 45 cm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Ty Rootbeer Terrier - 6 inch|449|||3.7|||90 g|N/A|N/A|N/A|USA|2 - 10 Years|Pets & Animals|N/A|N/A|6 inch|Yes|Boys, Girls|N/A|N/A|N/A|Non Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Mickey Flopsies - 14 inch|895|||4.7|||N/A|N/A|N/A|14.02 inch|China|2 - 12 Years|Cartoon Characters|N/A|N/A|14 inch|N/A|Boys, Girls|N/A|Mickey Mouse|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun Toys Whistling Monkey - 19.685 inch|489|30%|699||||190 g|2.75591 inch|3.9 inch|N/A|India|3 - 100 Years|Interactive Soft Toys|N/A|Polyester Staple Fibre|19.685 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Soft Buddies Loop Playtoy - Lion - 11 inch|314|10%|349||||160 g|11 inch|4 inch|N/A|India|3 - 15 Years|Cushions & Pillows|N/A|100% Polyester Staple Fibre|11 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Perfect Petzzz Corgi - 4.9 inch|2999|||5|||592 g|7.5 inch|12 inch|4.9 inch|China|3 - 15 Years|Pets & Animals|N/A|N/A|4.9 inch|N/A|Girls, Boys|N/A|N/A|No|Battery|1 Alkaline Battery|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Wonderkids Soft Ball Big - 5.5 inch|85|4%|89|4|||80 g|5.5 inch|5.5 inch|N/A|India|1 - 10 Years|Soft Balls|N/A|N/A|5.5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fullmoon Doll - 14.6 inch|359|48%|699|5|||300 g|2.5 inch|7 inch|N/A|China|5 - 12 Years|Dolls|N/A|N/A|14.6 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Fun Toys Duck With Baby - 10.6299 inch|499||||||230 g|5.90551 inch|4.3 inch|N/A|India|0 - 100 Years|Pets & Animals|N/A|Polyester Staple Fibre|10.6299 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Angry Birds Plush|299|14%|349|4.1|||4.33 inch|4.92 inch|5.91 inch|China|1 - 10 Years|Cartoon Characters|Girls, Boys|N/A|N/A|N/A|N/A|1|5 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|40 g|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Dory - 10 inch|449|25%|599||||150 g|N/A|N/A|N/A|China|1 - 10 Years|Cartoon Characters|N/A|N/A|10 inch|Yes|Girls, Boys|N/A|Dory|N/A|Non Battery|N/A|1 Dory|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Disney Simba - 10 inch|719|10%|799|5|||N/A|N/A|N/A|10 inch|China|0 - 12 Years|Cartoon Characters|N/A|N/A|10 inch|N/A|Girls, Boys|N/A|Simba|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Marvel Captain America 15 inch Plush Toy - 15 Inch|875|2%|899|5|||200 g|1.5 inch|7.5 inch|N/A|China|0 - 6 Years|Cartoon Characters|N/A|N/A|15 Inch|N/A|N/A|N/A|Captain America|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
E Soft Soft Pink Pillow with Teddy - 14.8 inch|477|53%|1030||||340 g|2.8 inch|10 inch|N/A|India|1 - 10 Years|Cushions & Pillows|N/A|N/A|14.8 inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Surbhi Donkey - 11.8 Inch|485|30%|699||||230 g|7 inch|5.5 inch|N/A|India|3 - 20 Years|Pets & Animals|N/A|Polyester|11.8 Inch|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Micky SS Pen Stand - 1.65 mm|149|25%|199||||200 g|0.75 inch|0.75 inch|N/A|India|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
Tinytot Dog JFY Pen Stand - 1.65 mm|149|25%|199||||200 g|0.75 inch|0.75 inch|N/A|India|0 - 5 Years|Interactive Soft Toys|N/A|N/A|1.65 mm|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|N/A|
